SOC Code,Occupation Title,Star Rating,Employment Estimates 2012,Employment Estimates 2022,Annual Growth Rate,Annual Openings Growth,Annual Openings Replacements,Annual Openings Total,Hourly Wages Inexperienced,Hourly Wages Median,Education,Work Experience,Job Training
17-1011,"Architects, Except Landscape and Naval",5,610,830,3.5,20,10,40,20.20,35.90,Bachelor's degree,None,Internship/residency
17-1022,Surveyors,3,150,180,1.8,0,0,10,24.00,33.20,Bachelor's degree,Less than 5 years,None
17-2000,Engineers,,9040,10990,2.2,200,240,430,,,,,
17-2011,Aerospace Engineers,4,120,130,0.2,0,0,0,36.70,47.00,Bachelor's degree,None,None
17-2031,Biomedical Engineers,5,340,580,7.1,20,10,30,32.30,44.10,Bachelor's degree,None,None
17-2041,Chemical Engineers,4,40,60,3.6,0,0,0,27.70,46.60,Bachelor's degree,None,None
17-2051,Civil Engineers,5,1720,2310,3.4,60,40,100,27.00,36.40,Bachelor's degree,None,None
17-2071,Electrical Engineers,5,1120,1320,1.8,20,20,40,29.70,42.80,Bachelor's degree,None,None
17-2072,"Electronics Engineers, Except Computer",4,540,600,1.2,10,10,20,26.00,36.40,Bachelor's degree,None,None
17-2081,Environmental Engineers,3,300,380,2.5,10,10,10,28.60,35.20,Bachelor's degree,None,None
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3,120,140,1.6,0,0,10,27.50,40.50,Bachelor's degree,None,None
17-2112,Industrial Engineers,5,1090,1280,1.8,20,30,50,27.90,38.40,Bachelor's degree,None,None
17-2131,Materials Engineers,3,210,270,2.9,10,10,10,26.00,36.90,Bachelor's degree,None,None
17-2141,Mechanical Engineers,5,1660,2090,2.6,40,60,100,25.10,35.20,Bachelor's degree,None,None
17-2171,Petroleum Engineers,3,60,70,1.6,0,0,0,32.00,43.00,Bachelor's degree,None,None
17-2199,"Engineers, All Other",,220,250,1.6,0,0,10,20.50,34.60,Bachelor's degree,None,None
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",,3750,4220,1.3,50,70,110,,,,,
17-3011,Architectural and Civil Drafters,3,1030,1170,1.3,10,10,30,17.10,22.10,Associate's degree,None,None
17-3012,Electrical and Electronics Drafters,2,170,200,1.6,0,0,10,21.90,33.40,Associate's degree,None,None
17-3013,Mechanical Drafters,3,240,280,1.4,0,0,10,16.60,22.80,Associate's degree,None,None
17-3022,Civil Engineering Technicians,3,250,260,0.6,0,10,10,16.70,22.10,Associate's degree,None,None
17-3023,Electrical and Electronics Engineering Technicians,4,850,890,0.5,0,20,20,18.70,26.70,Associate's degree,None,None
17-3024,Electro-Mechanical Technicians,3,40,50,3.5,0,0,0,19.50,26.10,Associate's degree,None,None
17-3025,Environmental Engineering Technicians,3,200,240,2.3,0,0,10,17.00,21.30,Associate's degree,None,None
17-3026,Industrial Engineering Technicians,2,290,340,1.8,10,10,10,16.10,22.80,Associate's degree,None,None
17-3027,Mechanical Engineering Technicians,3,300,350,1.6,10,10,10,18.50,25.40,Associate's degree,None,None
17-3029,"Engineering Technicians, Except Drafters, All Other",2,190,200,0.9,0,0,10,20.20,32.30,Associate's degree,None,None
17-3031,Surveying and Mapping Technicians,3,120,150,2.2,0,0,10,17.00,24.40,High school diploma or equivalent,None,Moderate-term on-the-job training
19-0000,"Life, Physical, and Social Science Occupations",,5220,6650,2.7,140,160,300,17.00,27.50,,,
19-1000,Life Scientists,,890,1120,2.6,20,20,50,,,,,
19-1021,Biochemists and Biophysicists,4,180,250,4.1,10,10,10,14.50,18.70,Doctoral or professional degree,None,None
19-1022,Microbiologists,3,100,130,2.6,0,0,10,14.80,18.90,Bachelor's degree,None,None
19-1023,Zoologists and Wildlife Biologists,2,90,110,1.9,0,0,0,20.30,27.50,Bachelor's degree,None,None
19-1029,"Biological Scientists, All Other",2,50,50,0.6,0,0,0,25.80,34.00,Bachelor's degree,None,None
19-1042,"Medical Scientists, Except Epidemiologists",4,200,270,3.3,10,0,10,28.20,38.80,Doctoral or professional degree,None,None
19-2000,Physical Scientists,,1340,1640,2.2,30,40,70,,,,,
19-2021,Atmospheric and Space Scientists,3,60,90,3.6,0,0,0,27.70,36.40,Bachelor's degree,None,None
19-2031,Chemists,4,360,450,2.5,10,10,20,23.40,31.90,Bachelor's degree,None,None
19-2032,Materials Scientists,3,40,40,1.7,0,0,0,29.50,41.30,Bachelor's degree,None,None
19-2041,"Environmental Scientists and Specialists, Including Health",4,460,570,2.3,10,10,30,24.10,30.60,Bachelor's degree,None,None
19-2042,"Geoscientists, Except Hydrologists and Geographers",3,270,330,2.4,10,10,10,24.90,33.30,Bachelor's degree,None,None
19-2043,Hydrologists,,40,40,1.1,0,0,0,26.70,37.20,Master's degree,None,None
19-2099,"Physical Scientists, All Other",,110,110,0.3,0,0,0,26.00,42.00,Bachelor's degree,None,None
19-3000,Social Scientists and Related Workers,,1180,1500,2.8,30,40,70,,,,,
19-3022,Survey Researchers,3,50,70,4.2,0,0,0,18.80,25.70,Master's degree,None,None
19-3031,"Clinical, Counseling, and School Psychologists",5,620,770,2.5,20,20,30,18.70,28.50,Doctoral or professional degree,None,Internship/residency
19-3051,Urban and Regional Planners,4,300,360,2,10,10,20,21.60,27.30,Master's degree,None,None
23-2000,Legal Support Workers,,1910,2370,2.4,50,30,80,,,,,
19-3092,Geographers,,60,120,10.9,10,0,10,14.90,21.10,Bachelor's degree,None,None
19-3099,"Social Scientists and Related Workers, All Other",,40,40,0.2,0,0,0,21.60,34.20,Bachelor's degree,None,None
19-4000,"Life, Physical, and Social Science Technicians",,1820,2390,3.2,60,60,120,,,,,
19-4021,Biological Technicians,4,350,500,4.4,20,10,30,13.60,21.80,Bachelor's degree,None,None
19-4031,Chemical Technicians,4,530,770,4.4,20,10,40,14.60,19.40,Associate's degree,None,Moderate-term on-the-job training
19-4041,Geological and Petroleum Technicians,2,70,80,1.4,0,0,0,18.50,26.60,Associate's degree,None,Moderate-term on-the-job training
19-4061,Social Science Research Assistants,4,120,170,3.9,10,10,10,15.00,21.90,Associate's degree,None,None
19-4091,"Environmental Science and Protection Technicians, Including Health",4,280,350,2.6,10,10,20,17.00,23.40,Associate's degree,None,None
19-4092,Forensic Science Technicians,2,140,160,1.6,0,10,10,18.20,24.10,Bachelor's degree,None,Moderate-term on-the-job training
19-4093,Forest and Conservation Technicians,3,130,130,0,0,10,10,11.10,15.10,Associate's degree,None,None
19-4099,"Life, Physical, and Social Science Technicians, All Other",,160,190,2.1,0,10,10,17.80,29.40,Associate's degree,None,None
21-0000,Community and Social Service Occupations,,7540,9710,2.9,220,170,390,13.20,20.00,,,
21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",,7200,9310,2.9,210,170,380,,,,,
21-1011,Substance Abuse and Behavioral Disorder Counselors,4,180,260,4.2,10,0,10,18.50,22.20,High school diploma or equivalent,None,Moderate-term on-the-job training
21-1012,"Educational, Guidance, School, and Vocational Counselors",4,970,1220,2.6,30,20,50,16.30,24.30,Master's degree,None,None
21-1014,Mental Health Counselors,4,620,850,3.8,20,10,40,17.80,23.00,Master's degree,None,Internship/residency
21-1015,Rehabilitation Counselors,4,520,600,1.6,10,10,20,15.30,22.10,Master's degree,None,None
21-1021,"Child, Family, and School Social Workers",4,370,480,2.9,10,10,20,13.70,20.40,Bachelor's degree,None,None
21-1022,Healthcare Social Workers,5,600,830,3.8,20,10,40,21.70,26.90,Master's degree,None,None
21-1023,Mental Health and Substance Abuse Social Workers,4,700,980,3.9,30,20,40,13.90,19.60,Bachelor's degree,None,None
21-1029,"Social Workers, All Other",2,270,280,0.4,0,10,10,16.70,21.50,Bachelor's degree,None,None
21-1091,Health Educators,4,180,230,3.2,10,10,10,18.20,28.20,Bachelor's degree,None,None
21-1092,Probation Officers and Correctional Treatment Specialists,2,230,230,0.2,0,10,10,19.20,22.70,Bachelor's degree,None,Short-term on-the-job training
21-1093,Social and Human Service Assistants,1,1890,2530,3.4,60,50,110,10.10,13.60,High school diploma or equivalent,None,Short-term on-the-job training
21-1094,Community Health Workers,3,380,460,1.9,10,10,20,15.20,21.40,High school diploma or equivalent,None,Short-term on-the-job training
21-1099,"Community and Social Service Specialists, All Other",,80,110,2.9,0,0,0,18.40,20.70,Master's degree,None,None
21-2000,Religious Workers,,330,400,1.9,10,10,10,,,,,
21-2011,Clergy,3,280,340,1.9,10,10,10,13.00,21.40,Bachelor's degree,None,Moderate-term on-the-job training
23-0000,Legal Occupations,,6500,7900,2.2,140,110,250,19.10,35.60,,,
23-1000,"Lawyers, Judges, and Related Workers",,4590,5540,2.1,100,70,170,,,,,
23-1011,Lawyers,5,4250,5180,2.2,90,70,160,31.00,50.40,Doctoral or professional degree,None,None
23-1012,Judicial Law Clerks,0,180,190,0.7,0,0,0,14.40,15.10,Doctoral or professional degree,None,None
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",2,100,100,0.3,0,0,0,21.80,36.30,Doctoral or professional degree,Less than 5 years,Short-term on-the-job training
23-2011,Paralegals and Legal Assistants,4,1430,1790,2.5,40,20,60,13.00,20.40,Associate's degree,None,None
23-2093,"Title Examiners, Abstractors, and Searchers",4,400,490,2,10,10,20,15.20,21.90,High school diploma or equivalent,None,Short-term on-the-job training
23-2099,"Legal Support Workers, All Other",,80,90,1.8,0,0,0,17.40,19.80,High school diploma or equivalent,None,Short-term on-the-job training
25-0000,"Education, Training, and Library Occupations",,31810,41970,3.2,1020,640,1660,11.60,21.90,,,
25-1000,Postsecondary Teachers,,7700,11400,4.8,370,120,490,,,,,
25-1011,"Business Teachers, Postsecondary",5,320,460,4.2,10,10,20,39263.00,56726.00,Doctoral or professional degree,None,None
25-1042,"Biological Science Teachers, Postsecondary",5,230,340,4.7,10,0,20,54683.00,91371.00,Doctoral or professional degree,None,None
25-1052,"Chemistry Teachers, Postsecondary",4,100,140,4.1,0,0,10,57876.00,100041.00,Doctoral or professional degree,None,None
25-1054,"Physics Teachers, Postsecondary",3,60,80,4.2,0,0,0,54178.00,83926.00,Doctoral or professional degree,None,None
25-1063,"Economics Teachers, Postsecondary",3,40,50,4,0,0,0,54270.00,89883.00,Doctoral or professional degree,None,None
25-1065,"Political Science Teachers, Postsecondary",3,60,80,4.3,0,0,0,42300.00,64889.00,Doctoral or professional degree,None,None
25-1071,"Health Specialties Teachers, Postsecondary",5,1760,2980,6.9,120,30,150,57314.00,133457.00,Doctoral or professional degree,Less than 5 years,None
25-1072,"Nursing Instructors and Teachers, Postsecondary",5,280,470,6.8,20,0,20,43341.00,68760.00,Master's degree,Less than 5 years,None
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",3,70,100,3.6,0,0,0,36803.00,51409.00,Doctoral or professional degree,None,None
25-1112,"Law Teachers, Postsecondary",4,90,130,4.6,0,0,10,58848.00,172186.00,Doctoral or professional degree,None,None
25-1121,"Art, Drama, and Music Teachers, Postsecondary",4,400,580,4.4,20,10,20,33656.00,50961.00,Master's degree,None,None
25-1122,"Communications Teachers, Postsecondary",4,200,280,3.7,10,0,10,33934.00,50025.00,Doctoral or professional degree,None,None
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",4,180,250,4.2,10,0,10,40240.00,55286.00,Doctoral or professional degree,None,None
25-1194,"Vocational Education Teachers, Postsecondary",4,1040,1410,3.6,40,20,50,12.50,19.10,Bachelor's degree,Less than 5 years,None
25-1199,"Postsecondary Teachers, All Other",,750,1060,4.2,30,10,40,41599.00,70098.00,Doctoral or professional degree,None,None
25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",,13830,17620,2.7,380,320,700,,,,,
25-2011,"Preschool Teachers, Except Special Education",1,640,730,1.5,10,20,30,8.10,10.10,Associate's degree,None,None
25-2012,"Kindergarten Teachers, Except Special Education",4,310,410,3.1,10,10,20,22629.00,35625.00,Bachelor's degree,None,Internship/residency
25-2021,"Elementary School Teachers, Except Special Education",5,6620,8660,3.1,200,150,350,35176.00,52877.00,Bachelor's degree,None,Internship/residency
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",5,1530,2000,3.1,50,30,80,42912.00,56135.00,Bachelor's degree,None,Internship/residency
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",5,3240,3990,2.3,80,90,160,39016.00,55566.00,Bachelor's degree,None,Internship/residency
25-2032,"Career/Technical Education Teachers, Secondary School",3,100,120,2.3,0,0,10,36622.00,52356.00,Bachelor's degree,Less than 5 years,Internship/residency
25-2052,"Special Education Teachers, Kindergarten and Elementary School",4,720,880,2.3,20,10,30,26800.00,47681.00,Bachelor's degree,None,Internship/residency
25-2053,"Special Education Teachers, Middle School",3,270,330,2.3,10,10,10,23627.00,50465.00,Bachelor's degree,None,Internship/residency
25-2054,"Special Education Teachers, Secondary School",3,380,460,2.2,10,10,10,32366.00,56157.00,Bachelor's degree,None,Internship/residency
25-3000,Other Teachers and Instructors,,3760,4860,2.9,110,60,170,,,,,
25-3021,Self-Enrichment Education Teachers,3,1810,2410,3.4,60,30,90,10.70,14.80,High school diploma or equivalent,Less than 5 years,None
25-3099,"Teachers and Instructors, All Other",,750,970,3,20,10,40,20364.00,26801.00,Bachelor's degree,None,Internship/residency
25-4000,"Librarians, Curators, and Archivists",,590,730,2.4,10,20,30,,,,,
25-4012,Curators,3,40,50,2.9,0,0,0,15.00,21.10,Master's degree,None,None
25-4021,Librarians,4,350,430,2.3,10,10,20,17.90,26.40,Master's degree,None,None
25-4031,Library Technicians,3,150,180,2.5,0,10,10,12.80,15.40,Postsecondary non-degree award,None,None
25-9000,"Other Education, Training, and Library Occupations",,5930,7360,2.4,140,130,270,,,,,
25-9011,Audio-Visual and Multimedia Collections Specialists,0,200,230,1.1,0,0,0,11.20,13.40,Bachelor's degree,Less than 5 years,None
25-9031,Instructional Coordinators,5,410,510,2.5,10,0,10,18.60,31.40,Master's degree,5 years or more,None
25-9041,Teacher Assistants,1,5240,6530,2.5,130,120,250,18629.00,23011.00,"Some college, no degree",None,None
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",,11770,14630,2.4,290,270,560,11.30,19.60,,,
27-1000,Art and Design Workers,,3850,4760,2.4,90,100,190,,,,,
27-1011,Art Directors,3,350,430,2.3,10,10,20,20.90,31.10,Bachelor's degree,5 years or more,None
27-1012,Craft Artists,1,100,120,2.3,0,0,0,8.20,12.30,High school diploma or equivalent,None,Long-term on-the-job training
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",3,130,160,2.5,0,0,10,8.10,9.00,High school diploma or equivalent,None,Long-term on-the-job training
27-1014,Multimedia Artists and Animators,2,110,130,1.6,0,0,10,21.80,30.30,Bachelor's degree,None,Moderate-term on-the-job training
27-1021,Commercial and Industrial Designers,4,210,270,2.7,10,10,10,11.70,20.20,Bachelor's degree,None,None
27-1022,Fashion Designers,3,100,130,2.4,0,0,10,13.00,20.10,Bachelor's degree,None,None
27-1023,Floral Designers,1,460,520,1.3,10,10,20,9.40,11.10,High school diploma or equivalent,None,Moderate-term on-the-job training
27-1024,Graphic Designers,4,1640,2090,2.8,50,40,90,15.40,21.40,Bachelor's degree,None,None
27-1025,Interior Designers,4,150,200,3.3,10,0,10,15.50,27.20,Bachelor's degree,None,None
27-1026,Merchandise Displayers and Window Trimmers,3,480,540,1.3,10,10,20,10.70,13.90,High school diploma or equivalent,None,Moderate-term on-the-job training
27-1027,Set and Exhibit Designers,3,50,60,3,0,0,0,15.40,17.30,Bachelor's degree,None,None
27-2000,"Entertainers and Performers, Sports and Related Workers",,2520,3270,3,80,70,150,,,,,
27-2011,Actors,1,170,240,4.3,10,10,10,8.60,10.90,"Some college, no degree",None,Long-term on-the-job training
27-2012,Producers and Directors,4,410,530,2.9,10,10,30,14.30,21.80,Bachelor's degree,Less than 5 years,None
27-2021,Athletes and Sports Competitors,2,130,170,2.7,0,0,10,28447.00,63055.00,High school diploma or equivalent,None,Long-term on-the-job training
27-2022,Coaches and Scouts,1,810,1090,3.4,30,20,50,20846.00,32665.00,Bachelor's degree,None,None
27-2023,"Umpires, Referees, and Other Sports Officials",1,190,230,1.9,0,10,10,17004.00,21016.00,High school diploma or equivalent,None,Moderate-term on-the-job training
27-2041,Music Directors and Composers,2,70,80,2,0,0,0,9.50,16.50,Bachelor's degree,Less than 5 years,None
27-2042,Musicians and Singers,1,430,520,2.3,10,10,20,10.20,30.00,High school diploma or equivalent,None,Long-term on-the-job training
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",,220,290,3.4,10,0,10,11.70,16.70,High school diploma or equivalent,None,None
27-3000,Media and Communication Workers,,3540,4280,2.1,80,80,150,,,,,
27-3011,Radio and Television Announcers,0,280,290,0.1,0,10,10,10.20,17.00,Bachelor's degree,None,None
27-3021,Broadcast News Analysts,,40,40,0.5,0,0,0,14.90,24.80,Bachelor's degree,None,None
27-3022,Reporters and Correspondents,2,360,330,-0.9,0,10,10,9.80,20.70,Bachelor's degree,None,None
27-3031,Public Relations Specialists,5,1190,1500,2.6,30,20,50,17.50,26.40,Bachelor's degree,None,None
27-3041,Editors,3,390,470,2.2,10,10,20,13.90,22.30,Bachelor's degree,Less than 5 years,None
27-3042,Technical Writers,4,430,510,2,10,10,20,19.20,30.40,Bachelor's degree,Less than 5 years,Short-term on-the-job training
27-3043,Writers and Authors,4,550,670,2.2,10,10,20,14.90,21.40,Bachelor's degree,None,Moderate-term on-the-job training
27-3091,Interpreters and Translators,4,260,430,6.1,20,0,20,9.60,16.70,Bachelor's degree,None,Short-term on-the-job training
27-4000,Media and Communication Equipment Workers,,1860,2320,2.5,50,20,70,,,,,
27-4011,Audio and Video Equipment Technicians,3,410,540,3,10,10,20,11.50,16.70,Postsecondary non-degree award,None,Short-term on-the-job training
